system,seed,kpi,value
RefSim-M,1003,fe_cycle,62.78915343160922
RefSim-M,1003,fe_system,28.185858953107207
RefSim-M,1003,inline_wait_mean,219.29274590736694
RefSim-M,1003,multi_rework_rate,6.09038737446198
RefSim-M,1003,n_breakdowns,102.0
RefSim-M,1003,n_buffer_events,262331.0
RefSim-M,1003,n_valid,41820.0
RefSim-M,1003,processing_mean,370.03205084060056
RefSim-M,1003,rework_rate,17.754662840746054
RefSim-M,1003,system_time_mean,1312.8287183165949
RefSim-M,1003,tech_availability,99.09845713993181
RefSim-M,1004,avg_breakdown_repair,1855.1103296888803
RefSim-M,1004,buffer_time_mean,15.086829452248516
RefSim-M,1004,buffer_wait_mean,713.4975487885358
