direction,component,configuration,seed,reference_system,coupled_slots,w1,ks_d
swap_to_perfect,survival,Floor (Perfect Survival),1005,Target (GroundSim),sv,10.07269126528832,0.01783215815281891
swap_to_perfect,survival,Floor (Perfect Survival),1006,Target (GroundSim),sv,5.371070503835922,0.006279855791857525
swap_to_perfect,survival,Floor (Perfect Survival),1007,Target (GroundSim),sv,4.21334834312552,0.005090842771791421
swap_to_perfect,survival,Floor (Perfect Survival),1008,Target (GroundSim),sv,6.774264341410508,0.012355128066415061
swap_to_perfect,survival,Floor (Perfect Survival),1009,Target (GroundSim),sv,11.165978409635763,0.0054973925507448285
swap_to_perfect,repair,Floor (Perfect Repair),1000,Target (GroundSim),rt,5.038669108400475,0.008225809864269018
swap_to_perfect,repair,Floor (Perfect Repair),1001,Target (GroundSim),rt,18.262739307030856,0.026283976553845956
swap_to_perfect,repair,Floor (Perfect Repair),1002,Target (GroundSim),rt,7.816246133181009,0.01153315347631989
swap_to_perfect,repair,Floor (Perfect Repair),1003,Target (GroundSim),rt,6.721037630487446,0.00854003006245696
swap_to_perfect,repair,Floor (Perfect Repair),1004,Target (GroundSim),rt,6.207954087897626,0.005535523276151755
swap_to_perfect,repair,Floor (Perfect Repair),1005,Target (GroundSim),rt,10.076034833502952,0.024156657938902648
swap_to_perfect,repair,Floor (Perfect Repair),1006,Target (GroundSim),rt,8.373840730351622,0.005144473473788436
swap_to_perfect,repair,Floor (Perfect Repair),1007,Target (GroundSim),rt,5.869364753963673,0.013419208122557424
swap_to_perfect,repair,Floor (Perfect Repair),1008,Target (GroundSim),rt,3.247608511783695,0.007178809344765336
swap_to_perfect,repair,Floor (Perfect Repair),1009,Target (GroundSim),rt,5.411470662968162,0.0051755627837710705
swap_to_one,processing,Floor (Process decorrelated),1000,Target (GroundSim),pr rt sv tr,4.374845134543383,0.004657086196335702
swap_to_one,processing,Floor (Process decorrelated),1001,Target (GroundSim),pr rt sv tr,13.319987861484206,0.013542477496002903
swap_to_one,processing,Floor (Process decorrelated),1002,Target (GroundSim),pr rt sv tr,7.938989512655242,0.009153460997150753
swap_to_one,processing,Floor (Process decorrelated),1003,Target (GroundSim),pr rt sv tr,8.431122573529962,0.010562127089235623
swap_to_one,processing,Floor (Process decorrelated),1004,Target (GroundSim),pr rt sv tr,7.16920294003657,0.008423182179028044
swap_to_one,processing,Floor (Process decorrelated),1005,Target (GroundSim),pr rt sv tr,8.500736708862505,0.014762127352572985
swap_to_one,processing,Floor (Process decorrelated),1006,Target (GroundSim),pr rt sv tr,6.6078831849270685,0.01150428946789639
swap_to_one,processing,Floor (Process decorrelated),1007,Target (GroundSim),pr rt sv tr,4.889314085066324,0.005492925165204443
swap_to_one,processing,Floor (Process decorrelated),1008,Target (GroundSim),pr rt sv tr,7.569027137097595,0.007185023679586955
swap_to_one,processing,Floor (Process decorrelated),1009,Target (GroundSim),pr rt sv tr,5.626625669721023,0.007624962625027876
swap_to_one,routing,Floor (Routing decorrelated),1000,Target (GroundSim),pr pt rt sv,4.8898171676595155,0.005023734932732782
swap_to_one,routing,Floor (Routing decorrelated),1001,Target (GroundSim),pr pt rt sv,19.15036936880596,0.015323106294256927
swap_to_one,routing,Floor (Routing decorrelated),1002,Target (GroundSim),pr pt rt sv,9.95940478551732,0.006437457261729729
swap_to_one,routing,Floor (Routing decorrelated),1003,Target (GroundSim),pr pt rt sv,8.84778412898381,0.005609766710101716
swap_to_one,routing,Floor (Routing decorrelated),1004,Target (GroundSim),pr pt rt sv,5.3812915429436545,0.011046226681298621
swap_to_one,routing,Floor (Routing decorrelated),1005,Target (GroundSim),pr pt rt sv,10.21789745747422,0.016955496191654595
swap_to_one,routing,Floor (Routing decorrelated),1006,Target (GroundSim),pr pt rt sv,10.479741600091653,0.009332916994702622
swap_to_one,routing,Floor (Routing decorrelated),1007,Target (GroundSim),pr pt rt sv,4.87679027056817,0.008139584261362631
swap_to_one,routing,Floor (Routing decorrelated),1008,Target (GroundSim),pr pt rt sv,4.576639273235276,0.0064536004223942345
swap_to_one,routing,Floor (Routing decorrelated),1009,Target (GroundSim),pr pt rt sv,7.855177673230466,0.015326203296121998
swap_to_one,survival,Floor (Survival decorrelated),1000,Target (GroundSim),pr pt rt tr,3.8126742263500732,0.007670592022284373
swap_to_one,survival,Floor (Survival decorrelated),1001,Target (GroundSim),pr pt rt tr,10.965390956449841,0.012651027791795832
swap_to_one,survival,Floor (Survival decorrelated),1002,Target (GroundSim),pr pt rt tr,5.718037473158759,0.004068973876576898
swap_to_one,survival,Floor (Survival decorrelated),1003,Target (GroundSim),pr pt rt tr,6.195868353369971,0.009743814354528757
swap_to_one,survival,Floor (Survival decorrelated),1004,Target (GroundSim),pr pt rt tr,9.100621702661567,0.018224539742567214
swap_to_one,survival,Floor (Survival decorrelated),1005,Target (GroundSim),pr pt rt tr,6.897473469320849,0.012852536164959266
swap_to_one,survival,Floor (Survival decorrelated),1006,Target (GroundSim),pr pt rt tr,10.80690138711763,0.013461210822819925
swap_to_one,survival,Floor (Survival decorrelated),1007,Target (GroundSim),pr pt rt tr,4.982205437017644,0.004526601925314955
swap_to_one,survival,Floor (Survival decorrelated),1008,Target (GroundSim),pr pt rt tr,3.718223921036711,0.007794937066290614
swap_to_one,survival,Floor (Survival decorrelated),1009,Target (GroundSim),pr pt rt tr,9.088137530095029,0.006555741050109032
swap_to_one,repair,Floor (Repair decorrelated),1000,Target (GroundSim),pr pt sv tr,9.874824365211794,0.012125365728665849
swap_to_one,repair,Floor (Repair decorrelated),1001,Target (GroundSim),pr pt sv tr,25.88667788652303,0.014929617518746663
swap_to_one,repair,Floor (Repair decorrelated),1002,Target (GroundSim),pr pt sv tr,9.957150698644186,0.01259056402496872
swap_to_one,repair,Floor (Repair decorrelated),1003,Target (GroundSim),pr pt sv tr,6.511609437862101,0.009370088516787778
swap_to_one,repair,Floor (Repair decorrelated),1004,Target (GroundSim),pr pt sv tr,7.084074759728464,0.010304099132275923
swap_to_one,repair,Floor (Repair decorrelated),1005,Target (GroundSim),pr pt sv tr,7.697054273374723,0.0059322296967122545
swap_to_one,repair,Floor (Repair decorrelated),1006,Target (GroundSim),pr pt sv tr,9.22682584382061,0.009479314281433782
swap_to_one,repair,Floor (Repair decorrelated),1007,Target (GroundSim),pr pt sv tr,7.809584385414208,0.007593768704039716
swap_to_one,repair,Floor (Repair decorrelated),1008,Target (GroundSim),pr pt sv tr,6.964085445816336,0.013204178971620517
swap_to_one,repair,Floor (Repair decorrelated),1009,Target (GroundSim),pr pt sv tr,8.738846815447705,0.010163194045991364
swap_to_one,arrival,Floor (Orders decorrelated),1000,Target (GroundSim),pt rt sv tr,5.134376502395802,0.01080624681575959
swap_to_one,arrival,Floor (Orders decorrelated),1001,Target (GroundSim),pt rt sv tr,16.820662428253826,0.016894336697081402
swap_to_one,arrival,Floor (Orders decorrelated),1002,Target (GroundSim),pt rt sv tr,13.68432103179391,0.017766324911549558
swap_to_one,arrival,Floor (Orders decorrelated),1003,Target (GroundSim),pt rt sv tr,5.067252362432677,0.00635710585463975
swap_to_one,arrival,Floor (Orders decorrelated),1004,Target (GroundSim),pt rt sv tr,8.14649102514838,0.020504564365686317
swap_to_one,arrival,Floor (Orders decorrelated),1005,Target (GroundSim),pt rt sv tr,9.166074724739717,0.01738202857134541
swap_to_one,arrival,Floor (Orders decorrelated),1006,Target (GroundSim),pt rt sv tr,9.404717979397022,0.012174428501265933
swap_to_one,arrival,Floor (Orders decorrelated),1007,Target (GroundSim),pt rt sv tr,6.451614345160019,0.00497390212653348
